,acc,loss,val_acc,val_loss
0,0.562875,1.280745704114437,0.9325,0.22982186824083328
1,0.838375,0.5272234688252211,0.915,0.2472381961159408
2,0.8875,0.37744482447206973,0.96,0.11531265888363124
3,0.918125,0.29437286281958225,0.9675,0.08701283603440971
4,0.92025,0.2849809670075774,0.9775,0.0805159683083184
5,0.932,0.2466027484247461,0.975,0.0660308124718722
6,0.942375,0.21825110834499356,0.9775,0.06170073502231389
7,0.94425,0.19622804785752668,0.98,0.0432837080580066
8,0.9465,0.18554613180737942,0.985,0.05158309907143121
9,0.9505,0.17232650928990914,0.97,0.08304310239327606
10,0.955375,0.16799159947410225,0.9825,0.04944264619000023
11,0.95525,0.1690448673600331,0.985,0.0385574990355235
12,0.95575,0.15913910505361856,0.98,0.04928781788679771
13,0.95875,0.15254889982682654,0.975,0.05160530827532057
14,0.96025,0.14211272367998026,0.9825,0.04169566386211954
15,0.962375,0.13510999372066,0.9925,0.02075590805718093
16,0.9665,0.12813954559713603,0.9925,0.020872563966149754
17,0.965375,0.1278227861999185,0.9925,0.01806396299838525
18,0.96525,0.12515393660520202,0.995,0.02104935413313797
19,0.967375,0.12801638465048745,0.995,0.023796661558226333
